Topic,Count,Name,Avg_Sentiment
525,13,525_dreams_dream_dreaming_sometimes,-0.07
526,13,526_belmont_markey_holdren_senator,-0.51
527,13,527_timers_automate_sensors_settings,-0.48
528,13,528_pence_decorum_4thofjuly2019_rainontrumpsparade,0.22
529,13,529_ancient_lead_greenland_roman,-0.2
530,13,530_latin_saharan_migration_million,0.38
531,13,531_record_month_warmest_recordkeeping,0.05
532,13,532_dad_father_regan23_adulterous,-0.09
533,13,533_united_dirtiest_usa_unitedwedream,0.45
534,13,534_stopdrilling_pls_gt_keepitintheground,-0.21
535,13,535_activities_economic_leads_jere7my,-0.62
536,13,536_languages_language_gt_cola,0.18
537,13,537_moms_climatecantwait_mothersday_asked,-0.26
538,13,538_madrid_bans_vehicles_centre,-0.23
539,13,539_golf_courses_loustagner_2social,-0.52
540,13,540_asphalt_discharge_onenvironment_ingram,-0.31
541,13,541_stanley_2140_kim_robinson,-0.16
542,13,542_uncertainty_max_mad_blog,-0.34
543,13,543_sgk_cop21_carbonfootprints_electriccars,-0.1
544,13,544_sands_crude_tar_barrel,-0.57
545,13,545_legislative_18mnleg_preview_session,-0.28
546,13,546_warnings_dep_deepening_warned,-0.12
547,13,547_violent_enemy_e18physical_gelaende,0.33
548,12,548_subspecies_mammal_sapiens_primate,-0.25
549,12,549_itstimetochange_zeroco2_join_gases,-0.16
550,12,550_denr_staff_andypurvisnhm_bigbotanychallenge,-0.04
551,12,551_elizabeth_understands_magnitude_elizabethmay,-0.64
552,12,552_rwanda_rwandas_landscape_integration,0.17
553,12,553_cancelled_diesel_cuts_vehicles,0.33
554,12,554_concert_music_tiks_climatemusicartmoco,0.08
555,12,555_climateactionpledge_climateelection_parliament_fairer,-0.06
556,12,556_pension_trucost_york_analyze,0.02
557,12,557_specimens_135_bird_atmospheric,0.49
558,12,558_himalayan_himalayas_stupas_kashmir,0.18
559,12,559_virginia_vaclimateforum_hd_vaclimateaction,-0.15
560,12,560_forestservice_nepa_strickland_national,-0.37
561,12,561_lamb_zealand_welsh_stock,0.1
562,12,562_youth_ifsadotnet_organizing_advocacy,0.39
563,12,563_reserves_biotechs_esg2019_weger,-0.43
564,12,564_nextgen_steyer_pac_billionaire,0.1
565,12,565_apartheid_africa_escape_escalating,-0.44
566,12,566_g7_investors_urge_reuters,0.1
567,12,567_caf_pose_defence_lebrunjames81,0.15
568,12,568_pandemic_virus_flu_terrorist,0.39
569,12,569_eaae_seminar_agricultural_172nd,0.4
570,12,570_kylie_pregnant_jenner_sonnysgal4life,0.03
571,12,571_hashtag_abdaniellesmith_hashtags_climatevillain,-0.01
572,12,572_obama_motorcade_spews_jet,-0.34
573,12,573_peoplesclimatecase_families_eucouncil_europarl,0.34
574,12,574_discontinue_defend_attack_studies,0.07
575,12,575_divestment_simpliifin_divest_fallbrook,-0.62
576,12,576_makeamericansgasolineaddicts_maga_mafia_trumpets,0.02
577,12,577_heating_heaters_hvac_thermostat,-0.06
578,11,578_headache_yer_allergies_nose,0.12
579,11,579_singles_food_sweeping_babykemba,-0.24
580,11,580_woods_matt_dos_asistiendo,-0.38
581,11,581_gifts_gift_cards_date,0.12
582,11,582_google_googlers_kaori_gurley,0.1
583,11,583_snowball_inhofe_snowflakes_disproves,0.04
584,11,584_cooler_maaaammm_beeeeeeeeeeeeeeed_coooooooooold,-0.65
585,11,585_climatebarbie_dismiss_davidsirota_ktmcfrln,-0.14
586,11,586_dumpster_throwing_gasoline_basically,0.77
587,11,587_alcoa_aluminum_smelting_tinto,0.16
588,11,588_continent_affects_benefit_every,0.03
589,11,589_wcff_filmfestival_newyork_film,-0.12
590,11,590_arn_detecting_sensors_near,0.45
591,11,591_maldives_syracuseu_edzyadam_fulbrightprgrm,-0.21
592,11,592_neurodiversity_stevesilberman_adhd_neurotribes,-0.24
593,11,593_deficit_climbs_debt_cuts,-0.12
594,11,594_inconvenience_recognize_wealth_eyesofblue06,0.05
595,11,595_keto_daveketo_lc_yum,-0.16
596,11,596_itstimetochange_zeroco2_traps_arctic,0.1
597,11,597_select_committee_house_usrepkcastor,-0.23
598,11,598_obaseki_edo_edoletsgofurthertogether_godwin,0.05
599,11,599_clams_worms_cows_release,0.02
600,11,600_disobedience_endorse_civil_mass,0.69
601,10,601_flowers_bouquets_flower_bouquet,-0.73
602,10,602_1979_1989_ran_decade,-0.32
603,10,603_1922_ice_dcmstbio_tsquebec,-0.26
604,10,604_sahara_desert_sefra16_almanac55,0.13
605,10,605_vortex_polar_snowpack_polarvortex,0.17
606,10,606_ideology_methodology_sustained_finite,0.5
607,10,607_impale_realdonaldtrump_usun_chezm8,-0.15
608,10,608_fema_officials_realromadowney_hellotoy,0.02
609,10,609_systemically_censoring_reveals_brydonpower,-0.59
610,10,610_emails_email_soit_pointless,0.29
611,10,611_aves_birdwatching_fmeque_chingazanationalpark,0.17
612,10,612_conferences_ces_staying_contextcol,0.27
613,10,613_bard_mba_offerings_overview,-0.12
614,10,614_wastewater_treatment_upgrade_feasible,0.19
615,10,615_ecocide_crimeagainst_corpcoal_candidatesgross,-0.46
616,10,616_ups_shipping_unreliable_packages,-0.09
617,10,617_connect2earth_temporal_undeniably_planets,-0.21
618,10,618_mexico_seedsga_kaydos_blackeyedpea,0.0
619,10,619_mfasco_kit_trauma_orange,-0.22
620,10,620_guinguette_nantes_plantes_quai,0.36
621,10,621_disruption_discontinuous_confrontational_catastroph,-0.14
622,10,622_venus_asavagenation_startalkradio_iamlionooo,-0.51
